cantonese_140916_361014-04	我地唐人好兴话烧红个镬呀又跟住落油呀落姜
cantonese_141005_365168-10	院推销财政预算案上面遇到困难噉但系佢就重申联邦政府
cantonese_141005_365168-11	系唔会放弃喺五月中旬所推出嘅财政预算案嘅原先嘅构想
cantonese_141005_365168-12	㗎噉另外荷旗亦都表示其实联邦政府喺过去不断寻求参议院嘅
cantonese_141005_365168-13	合作可以讲系不违馀力而过去亦都同多个嘅参议员举行过多次嘅
cantonese_141005_365168-14	会议其间亦都取得一啲嘅成果譬如好似话通过左呢个排碳税同埋资
cantonese_141005_365168-15	源租赁税就系一个好好嘅例子喇噉除此之外荷旗亦都将矛头直指
cantonese_141005_365168-16	工党就指联盟党嘅政府会坚决地系推出一啲金融措施嚟
cantonese_141005_365168-17	对改变前工党政府所遗留下嚟嘅国债因为而家预计到左未来十年
cantonese_141005_365168-18	国债嘅数字就会上升至到六千六百七十亿噉故此联邦政府会继续喺
cantonese_141005_365168-19	参议院里便同各大小党派嘅参议员展开磋商寻求佢地嘅支持另外
cantonese_141005_365168-20	荷旗亦都话如果联邦政府最终都系唔能够取得参议院嘅合作嘅话哩噉联盟
cantonese_141005_365168-21	党系会继续坚持佢地嘅治国原则嚟对推出一啲惠及全民嘅政策
cantonese_141005_365168-22	故勿论联邦政府喺呢件事上是否厚知噉暂时不提噉但系而家我地睇番嘅遮
cantonese_141005_365168-23	联邦政府本来推出喺未来四年削减公共开支达到三百亿嘅
cantonese_141005_365168-24	目标哩噉似乎同而家喺参议院里便所取得嘅成果哩可以讲系距离相当
cantonese_141005_365168-25	之远喇噉到到而家嚟讲联邦政府只能够喺部分嘅社会福
cantonese_141005_365168-26	利改革措施里便系可以悭回大约三十亿元嘅公帑噉再加上其他嘅
cantonese_141005_365168-27	嘅零散削减财经措施噉都目前为止联邦政府大约可以悭到一百
cantonese_141005_365168-28	亿元左右噉但系喺联邦政府其他三大重要削减公营措施
cantonese_141005_365168-29	施嘅项目上面至今可以讲系寸步难行㗎噉第二个哩就系关乎呢个教育事业联
cantonese_141005_365168-30	邦政府话要削减大学经费百份之二十亦都要切除大学向学生侦
cantonese_141005_365170-01	行啦噉呢啲国家哩嘅人民哩对於遮呀转币方面嘅认识当然系
cantonese_141005_365170-02	密佈哩因为佢地嘅去平比较低啦佢地嘅教育水平都比较低噉无意中
cantonese_141005_365170-04	好慌嘅话哩佢地就会唔听政府嘅讲法啦譬如话好似系世界卫生组织嘅
cantonese_141005_365170-05	佢哩有好多嗰啲国家嘅人哩譬如佢地屋企有人染左病哩佢地知道系冇任何
cantonese_141005_365170-06	药物去医或者冇任何特别方法去医啦噉佢地唔报出嚟就唔带佢地佢地去医院
cantonese_141005_365170-07	佢地觉得哩呀譬如带去医院哩政府就会将嗰个病人隔离啦隔离
cantonese_141005_365170-08	左之后哩跟住死左都唔知咩回事噉样噉佢地哩就觉得啲亲人病左之后哩宁愿俾佢地
cantonese_141005_365170-09	屋企安详噉样死嗰出发点系好但系哩因为噉样嘅做法哩而令到全
cantonese_141005_365170-11	呢啲嘅病人本身哩或者佢地嘅家属本身啦喺一个譬如话唔知
cantonese_141005_365170-12	点样做哩所以导致疫情哩会不断恶化落去噉但系西非国家喺医疗上面嘅
cantonese_141005_365170-14	因为呢个伊波拉病情可以话系失控喇下噉变左喺当地呢啲国家
cantonese_141005_365170-18	因为伊波拉病毒至今嚟讲哩受感染同埋死亡嘅人数哩佢地计
cantonese_141005_365170-21	病哩冇特别嘅药物去治疗冇特别方法治疗噉所以唯一嘅治疗方法哩
cantonese_141005_365170-22	就系要将病人摆起深切深切治疗部处理佢嗰个病徵唔系真
cantonese_141005_365170-26	死亡噉样哩先至可以救到病人所以如果喺西方国家譬如喺澳洲嚟讲哩
cantonese_141005_365170-27	死亡率哩可能会好低譬如可能会低到百分之十呀噉样而喺嗰啲国家哩因为佢地
cantonese_141005_365170-28	冇医疗嘅提供啦虽然个平均数系死亡率系百分之五十但系有好多人哩
cantonese_141005_365170-30	好多嘅消息遮系话譬如话美国呀加拿大呀亦都系分别哩研制啲新药譬如有一只叫
cantonese_141005_365172-01	佢发现有客人系饮醉酒嘅时候哩噉江湖传
cantonese_141005_365172-02	闻就话哩嗰个嘅老细哩应该系唔可以再
cantonese_141005_365172-03	嗰个嘅客人喎有冇噉嘅情形呀系呢个绝对讲得好啱㗎除左
cantonese_141005_365172-04	唔可以卖酒俾佢哩仲要基本上要求佢马上离开嘅哇点解噉样呀
cantonese_141005_365172-05	个法例噉样写㗎因为如果你唔请佢走哩分分
cantonese_141005_365172-06	分钟哩会系畀人罚钱添㗎唔最好刑罚可能系
cantonese_141005_365172-07	万几蚊同埋可能分钟会影响个酒牌添㗎遮罚嗰个嘅酒吧个雇主或者系个雇主
cantonese_141005_365172-08	噉嘅意思系喇点解会有噉嘅情形哩点解会噤严厉哩系唔系遮惊住有人醉酒搞事
cantonese_141005_365172-09	嘅原故啦下系呀噉呀饮醉左酒你知喺譬如话酒吧或者
cantonese_141005_365172-12	会搞到好麻烦噉所以哩其实有任何人醉左哩你会见到哩酒吧通
cantonese_141005_365172-14	系黄皮肤又话遮你系黑皮肤又话遮系白皮肤个原故因为好多时候会叠到好多嘢上去
cantonese_141005_365172-15	据我知道呀嗱噉嘅情况嘅时候哩我地会有个问题就系话噉你嗰个譬如话酒吧
cantonese_141005_365172-17	其实法律哩有讲几点去帮助我地去断评一稳有冇饮醉酒
cantonese_141005_365172-21	另嘅就系跟住就第三第四就系噉遮咩意思
cantonese_141005_365172-22	哩就个遮个谈吐喇嗯下噉如果嗰饮左酒嘅人士开始讲
cantonese_141005_365172-23	嘢脷呀跟住讲下又唔知自己讲紧啲乜嘢呀跳来跳去呀跟
cantonese_141005_365172-25	系一个显示左佢系已经饮醉酒㗎喇嗯下下第二点就系遮一个
cantonese_141005_365172-26	平衡喇噉呢个好简单啦如果企得唔系话好稳嘅喺路摇来摇
cantonese_141005_365172-27	去呀嗯又或者无端端坐低左呀哩唔小心撞到某
cantonese_141005_365172-28	某啲嘅家私呀或者撞跌啲嘢呀噉呢个就系一个显示一个
cantonese_141005_365172-30	一色噉哩就系难啲企稳第三哩就系个遮话身体
cantonese_141006_365326-01	中东嘅势力扩大导致澳洲国内嘅社会和谐受到威胁
cantonese_141006_365326-02	胁喺澳洲本土受可滋生嘅极端分子令到澳洲政府担心
cantonese_141006_365326-03	心佢地会喺澳洲境内发动恐怖活动而民间对恐怖活动嘅
cantonese_141006_365326-04	恐惧哩又令穆斯林人士成为极少数人憎恨嘅对象有
cantonese_141006_365326-05	有穆斯林妇女喺街上被辱骂亦都有穆斯林机构受到恐吓
cantonese_141006_365326-06	吓以上种种事件显示澳洲嘅社会和谐受到冲击虽
cantonese_141006_365326-07	然有个别嘅议员曾经发表过可能令穆斯林人士不安嘅
cantonese_141006_365326-08	嘅言论但系原来有更多更多嘅议员喺国会内都极
cantonese_141006_365326-09	极力维护多元文化提醒大众要彼此包容佢地嘅讲话
cantonese_141006_365326-10	话可能未有出现於每日嘅新闻上便但系系值得大家留意
cantonese_141006_365326-11	同埋作为参考嘅首先要睇嘅就系添雅添雅代
cantonese_141006_365326-12	表墨尔本内西区区佢嘅选区里便住左大量嘅
cantonese_141006_365326-19	易去犯罪另一个对目前社会气氛非常关注嘅国会议
cantonese_141006_365326-20	员就系西雪尼选区嘅胡适胡适系来自波斯
cantonese_141006_365326-21	尼亚嘅移民家庭旧年陆克文第二次成为总理嘅时候哩胡
cantonese_141006_365326-22	适系前排议员之一佢系第一名手按可兰经宣誓
cantonese_141006_365326-27	以及我地嘅价值观嘅信心另一位工党议员来自堪培拉
cantonese_141006_365326-28	嘅波特曼就举出一个令人鼓舞嘅例子波特曼话当今年年
cantonese_141006_365326-29	初佢嘅选区内一间穆斯林中心被人破坏之后几日有人
cantonese_141006_365326-30	人就发起喺该中心进行清洗工作当日出现嘅人数
cantonese_141006_365328-01	威者发放讯息呀就话哩为左让政府总部响今个星期一能够
cantonese_141006_365328-02	全面恢复运作呀示威者就必须哩容许汽车驶入特首
cantonese_141006_365328-03	办公室同埋哩让三千名嘅公务员哩可以通过金钟海富中心嘅行人
cantonese_141006_365328-04	天桥到政府总部系上班噉呀以下哩就系截录自明报
cantonese_141006_365328-06	必须恢复畅通三千名政府人员可以顺利上班服务市民而中
cantonese_141006_365328-07	西区同埋湾仔区嘅道路不再堵塞使所有学校可以喺星期一复课社会上要
cantonese_141006_365328-08	解决嘅问题众多但正道系透过理性沟通求同存异而唔系靠
cantonese_141006_365328-10	噉喺过去几日哩其实都系啊有呢个传言哩就系话警方哩就系
cantonese_141006_365328-11	系呀会清场嘅消息㗎噉一啲宗教团体呀政界人士大专
cantonese_141006_365328-12	校同埋各界嘅团体哩寻日都系纷纷呼吁哩参与占中嘅学生同埋其
cantonese_141006_365328-14	官亦系而家嘅全国政协副主席董建华呀以及哩前政
cantonese_141006_365328-15	务司司长唐英年哩亦都相继呼吁学生哩同埋示威者要撤离
cantonese_141006_365328-16	噉董建华寻晚亦都发表声明呀指已经听清楚同埋理解到哩学生嘅
cantonese_141006_365328-17	嘅民主诉求占领行动情况哩亦都越来越复杂影响住学生嘅学业
cantonese_141006_365328-18	前途同埋安全佢同好多父母同老师一样哩担心学生嘅安全
cantonese_141006_365328-19	嗱事件哩亦都系引起左前中共总书记赵紫阳嘅秘书
cantonese_141006_365328-20	鲍彤哩嘅呼吁呀噉佢就希望哩香港嘅示威学生哩可以撤离
cantonese_141006_365328-21	喇噉佢喺接受英国广播有限公司专访嘅时候哩就被问
cantonese_141006_365328-22	问到示威嘅学生如果唔肯退让嘅话哩会唔会暴力收场
cantonese_141006_365328-23	哩噉佢就话哩结果最终哩就要取决於当局㗎而佢亦都唔知道
cantonese_141006_365328-24	哩当局准备点样做噉又话香港哩嘅占中行动同八九
cantonese_141006_365328-25	年六四事件哪系有相同之处都系学生同埋公众哩对当
cantonese_141006_365328-26	局提出诉求噉至於而家同当时嘅领导人情况系唔系相
cantonese_141006_365328-27	若哩佢就话唔清楚喇亦都冇办法判断噉佢希望哩今日嘅领导
cantonese_141006_365328-29	吴主编刘进图哩早前亦都有向明报哩系撰文呀呼吁学生离
cantonese_141006_365328-30	场㗎噉佢话理性分析亦都向大家表明呀留守嘅风险系越嚟越高
cantonese_141007_365526-04	晏哩系食一啲咩嘢可以帮助佢地呀遮怀孕得更加好呀
cantonese_141007_365526-05	呀更加舒服呀噉嘅哩噉今辑下可唔可以请啊李太嚟同大家介绍下
cantonese_141007_365526-06	呀噉其实一般嚟讲哩好多孕妇哩就系遮临生之前吖或
cantonese_141007_365526-07	者有左哩六个月之后哩都可以食嘅呢个叫做糖水嚟㗎白
cantonese_141007_365526-10	系当系遮甜品噉食嘅呢个白莲酥哩要去中药房买㗎
cantonese_141007_365526-12	讲都系二十克嘅质噉鸡蛋要两只噉如果你想话甜嘅哩少少啦下
cantonese_141007_365526-13	噉冰糖又得或者系片糖都得但系水哩就要遮俾四杯四杯哩就
cantonese_141007_365526-15	咩好处哩就系话可以哩就系呢个白莲酥哩就系莲子
cantonese_141007_365526-16	子个心里便嗰啲花蕊嚟㗎噉佢比较味道甘甘地滐滐地
cantonese_141007_365526-17	噉但系哩佢就可以滋养个肝肾呀同埋哩肾虚呀甚至到有啲
cantonese_141007_365526-18	啲孕妇成日哩因为个膀胱哩俾个胎压住哩成日都要去小便呀噉
cantonese_141007_365526-19	呀呢个状况哩就对佢有帮助㗎噉而且哩就尤其是哩孕妇哩就
cantonese_141007_365526-20	好几时唔饮得凉茶咖吗噉佢到佢生临生之前
cantonese_141007_365526-21	一个月哩最好哩就一个星期煲一次噉哩点解哩佢饮左之后哩就令
cantonese_141007_365526-22	到哩喺肚里便嗰个哩佢有啲咩湿热毒哩都可以将佢排左出嚟嗯噉
cantonese_141007_365526-23	噉生左出嚟嘅哩就会哩个体质好啦同埋哩就唔会噤容易生
cantonese_141007_365526-24	疮呀甚至到哩就会夜晚刻唔会有噤多遮赖尿呀嗯
cantonese_141007_365526-26	业都甚至到哩小朋友因为佢点解佢燥热呀佢唔识讲呀所以佢成日问
cantonese_141007_365526-28	你清同佢清一清热啦噉变左嚟讲哩佢就会嘅脾气都顺畅好
cantonese_141007_365528-01	噉呀而预计肯今个星期之内澳洲㗎嘅军队对付伊斯兰
cantonese_141007_365528-03	嘅首次行动里面哪澳洲哩就有两架嘅皇家空军超级大
cantonese_141007_365528-04	黄蜂战机哩喺伊拉克进行左武装巡逻嘅任务嘞噉其间
cantonese_141007_365528-05	哩佢地并未接到哩系要袭击任何目标嘅要求啦噉与此同时
cantonese_141007_365528-06	时哩喺该次嘅行动礼面哩亦都系有一架皇家空军三
cantonese_141007_365528-07	十嘅空对空加油机哩系出动㗎噉为飞往波斯湾
cantonese_141007_365528-08	嘅澳洲战机哩进行呢个空中加油嘅工作噉同时亦都系有
cantonese_141007_365528-09	一架哩七楔尾监察机喎噉哩就系去处理哩战
cantonese_141007_365528-11	府哩就仲未公佈伊拉克政府呀系唔系批准澳洲派出二百名嘅
cantonese_141007_365528-12	特种部队同埋支援部队哩前往当地吧而联邦嘅国防
cantonese_141007_365528-13	部长约翰吨哩亦都表示呀澳洲将会哩响伊拉克方面呀批
cantonese_141007_365528-14	准系唔系俾澳洲嘅特种部队作为军事顾问并且哩要等佢地真系
cantonese_141007_365528-15	派驻去当地之后哩先至会公佈有关嘅情况噉约翰吨哩对澳洲
cantonese_141007_365528-16	广播有限公司就表示呀佢唔可以就几时派驻澳洲军
cantonese_141007_365528-20	亦会派驻澳洲军队去到当地㗎噉如果真系会派军去
cantonese_141007_365528-21	当地嘅话哩佢地亦都只会哩喺事后先至作出公佈佢又话佢地
cantonese_141007_365528-22	哩必须等一切哩都符合法律嘅要求先至会哩作正式嘅公
cantonese_141007_365528-23	佈而联邦政府就警告话哩当澳洲参与伊拉克嘅战
cantonese_141007_365528-24	事之后哩就好可能哩会喺啊呢个财政方面哩嘅开支增
cantonese_141007_365528-25	加噉反对党财政事务发言人鲍文就话哩政府其实哩就可以
cantonese_141007_365528-26	削减佢地推出左一啲嘅比较昂贵嘅政策啦离到系揾
cantonese_141007_365528-27	额外嘅资金哩俾今次嘅任务㗎噉佢亦都相信哩澳洲人系明
cantonese_141007_365528-28	明白到呢项哩系一个人道主义任务嚟到确保伊拉克嘅人
cantonese_141007_365528-30	官员哩就证实喇响伊拉克北部嘅摩苏尔地区嘅三个伊斯兰国基
cantonese_141007_365536-01	目前发生嘅哩其实比我地想像中更差好多今日已经系第九日喇
cantonese_141007_365536-02	香港系被占领第九日喇生活其实好多方面经济样样都大
cantonese_141007_365536-03	家受到好多影响问题就系佢地仲要几耐先至肯遮放过香港人哩之
cantonese_141007_365536-04	前哩就话十月一号哩就遮已经大家都好确定有呢个占中行动㗎喇今
cantonese_141007_365536-06	其实我地只系希望占中唔会发生我地只系希望占中发生嘅时候唔好
cantonese_141007_365536-07	好遮影响香港人噤犀利如果你话有乜嘢准备嘅嗰个系法律同个警
cantonese_141007_365536-08	方处理㗎好普选反占中大联盟遮一个民间反对声音唔系
cantonese_141007_365536-09	一个要动员人出嚟对抗嘅机构我地系和平㗎市民嘅声音嚟㗎咋
cantonese_141007_365536-11	会系商讨但系目前嚟讲我地都唔知道可以做得啲咩嘢嘢因为警方
cantonese_141007_365536-12	同政府直到今日为止哩都仲系遮用一个非常忍让嘅态度希望佢地自己托
cantonese_141007_365536-13	住嘅但系到而家已经第九日喇遮佢地都唔肯退落嚟仲系占领左三个地方引
cantonese_141007_365536-14	引起遮每一个区嘅市民哩其实好大不满㗎到到而家可以有咩做哩大家
cantonese_141007_365536-15	要求佢地最少撤出左旺角撤出埋铜锣湾啊所有人都出左声喇噉但
cantonese_141007_365536-16	但系佢地都系唔肯做大家仲有咩可以做得哩我地唔希望喺呢个
cantonese_141007_365536-17	目前哩系令到个社会更加遮呀有一个市民对
cantonese_141007_365536-18	市民嘅情形所以我地都唔系好想遮大家叫住大家出嚟呀其他嗰啲
cantonese_141007_365536-19	见到一直有市民出嚟去到旺角去到铜锣湾去嘈嘅
cantonese_141007_365536-20	就系嗰啲就系啲自发性嘅你会见到占中想遍地开花去到深水埗
cantonese_141007_365536-21	去到元朗啊去到呢个柴湾去到好多道地方系俾啲人喝骂遮赶走
cantonese_141007_365536-22	走嘅噉你会睇到而家个民情哩系非常非常非常遮反对
cantonese_141007_365536-23	对㗎噉但系我地都唔希望真系有啲更不愉快嘅事件发生更加唔想再流血事件
cantonese_141007_365536-24	件发生啦所以我地系采取一个非常非常克制嘅嘅应对方法遮你会唔会期
cantonese_141007_365536-25	望学生能够同政府可以真诚对话哩其实大家都希望佢地可以对话但系而家最
cantonese_141007_365536-26	新讲就话政府同埋佢地已经系开左第一次会㗎系希望去讲下点样
cantonese_141007_365536-27	去倾计啦嗯嗯嗯噉但系呢个但系呢个我地冇办法知道遮政府同佢地点样但系我地当然
cantonese_141007_365536-28	希望佢地早日遮将香港将呢个秩序将香港交番俾香港人啦嗯好冇
cantonese_141007_365536-29	再占领啦噉你个人认为哩占中未来可能会出现点样样嘅结果
cantonese_141007_365536-30	哩我唔知道但系我只系知道如果继续落去嘅话哩卒之有一日哩系香港人个反
cantonese_141015_367259-01	布里斯本叶士域治线一辆列车上发生一位非洲裔嘅列车
cantonese_141015_367259-02	保安员遭一名十七岁青年起用大量
cantonese_141015_367259-05	该名澳洲青年嘅同行朋友十八岁嘅不单只冇出现
cantonese_141015_367259-06	相劝或者阻止呢个行径佢仲将差唔多整个五分钟嘅过程
cantonese_141015_367259-08	火车保安员要求唔好将双脚放喺座椅上面而到事
cantonese_141015_367259-09	事件嘅末段有两名乘客挺身而出不过并冇收敛到
cantonese_141015_367259-10	结果要由将佢拉落车本来呢件事你同埋我都好
cantonese_141015_367259-11	可能唔知道㗎不过后嚟将呢一段视频放上左结果
cantonese_141015_367259-12	果就被网民疯传有人不值该二人所为喺设立网页
cantonese_141015_367259-13	突然要将两人起底而警方亦都呼吁大家要将佢地举报
cantonese_141015_367259-14	喺社交媒体嘅巨大威力之下该两人喺星期日自动向警方投案
cantonese_141015_367259-15	噉佢地昨日喺布里斯本地方法院过堂噉据悉该两名青年
cantonese_141015_367259-16	来指嘅视频正好给予警方最有力指证佢嘅朋友嘅证据
cantonese_141015_367259-17	被控一项扰乱治安罪名法官判佢罪名成立罚左四百
cantonese_141015_367259-18	蚊而据悉该罪嘅最高刑罚系罚款四千蚊噉至於满口污言
cantonese_141015_367259-19	言并且被指曾经向该保安员吐口水嘅虽然控方要求
cantonese_141015_367259-20	法官唔好俾佢保释外出不过法官最后系喺有条件之下俾佢
cantonese_141015_367259-21	保释呢一啲条件包括佢唔可以进入昆州铁路嘅火车同埋物业里
cantonese_141015_367259-22	便佢要同父母住喺噉仲有除左佢上班时间之外其
cantonese_141015_367259-23	馀嘅时间当佢外出嘅时候要由父母陪同噉另外佢亦都要遵守
cantonese_141015_367259-24	宵禁嘅规定一个星期之内要到警署报导三次系因为
cantonese_141015_367259-25	汽车修理学徒佢系被控多项嘅罪名包括袭击袭击导致他
cantonese_141015_367259-26	人身体受伤出言恐吓扰乱治安同埋喺车身内恐吓他人
cantonese_141015_367259-27	对於吐口水嘅指责进行申辩而由於佢涉嫌吐口水
cantonese_141015_367259-28	噉所以当局要为佢做疾病测试呢一件事除左惹起
cantonese_141015_367259-29	起网民热烈讨论之外昆州州长纽曼与给总理艾宝德亦都出现
cantonese_141015_367259-30	评论都系对嘅行为加以谴责㗎艾宝德话佢嘅做法唔系澳
cantonese_141015_367263-10	技能探讨容许俾大公司喺学校作赞助等到啲毕业生
cantonese_141015_367263-11	拥有佢地业界所需嘅技能嗱以前嘅中心计划系喺五个工业界去
cantonese_141015_367263-12	创建工业增长中心噉系边五个工业哩佢地包括第一食物与
cantonese_141015_367263-13	农业综合企业第二采矿设备科技同埋服务业第三石油
cantonese_141015_367263-14	天然气同埋能源资源业第四医疗科技与制药业与给第五
cantonese_141015_367263-15	五先进制造服务呢五个业界嘅增长中心将会由非谋利嘅工业
cantonese_141015_367263-16	领导组织负责佢地嘅目的系要协助研究员将创意用喺发展
cantonese_141015_367263-17	展商业产品上面政府喺呢一方面嘅拨款系六千万元喺目前
cantonese_141015_367263-18	只有百分之五嘅澳洲公司会借助大专院校嘅资源包括
